Mã sản phẩm,Tên sản phẩm,Giá,Doanh thu,Tên cửa hàng,Tỉ lệ hoa hồng,Hoa hồng,Link sản phẩm,Link ưu đãi
24901782957,"[Hàng cao cấp - Set 48 liễng] Liễng trang trí CÂU CHÚC Tết 2026 tag trang trí dây treo Đào, Mai ngày Tết Bính Ngọ 2026","25,0k",6k+,Dang Store 89,"16,5%",₫4.000,https://shopee.vn/product/841260549/24901782957,https://s.shopee.vn/2B8n6XtnpU
23663166321,Két sắt mini vân tay thông minh cho bé mẫu mới 2023,"275,0k",45,shop_hm,"13,5%",₫35.750,https://shopee.vn/product/1082640140/23663166321,https://s.shopee.vn/20pMuEuRAT
27210287148,Kèm Quần Áo Dài Đôi Cho Bé Áo Dài Tết Cách Tân Truyền Thống Anh Em Màu Vàng May Mắn Vải Latin Cao Cấp Mềm Mịn Da Bé,"154,3k",4k+,Áo Dài Gia Định,6%,₫9.259,https://shopee.vn/product/1164535047/27210287148,https://s.shopee.vn/2VldV9sX9a
24934240310,"Đèn Sưởi Nhà Tắm Kottmann 2 Bóng Và 3 Bóng Nóng Siêu Nhanh, Chống Ẩm, Cách Điện, Chống Cháy Nổ","52,0k",300k+,GIA DỤNG GREEN HOME,"17,5%",₫8.840,https://shopee.vn/product/723336953/24934240310,https://s.shopee.vn/2LSDIqtAUZ
24116209885,"Hộp Đựng Cơm Giữ Nhiệt 3 Tầng Tặng Kèm Đũa Thìa, Hộp Cơm Văn Phòng Tiện Lợi","99,0k",2k+,Gia Dụng Linh Quyết,"40,5%",₫39.600,https://shopee.vn/product/634300120/24116209885,https://s.shopee.vn/BNiis1PtA
41060673299,✨Mới✨ Roblox Sang Trọng Búp Bê 99 Đêm Trong Rừng Hươu Sang Trọng Đồ Chơi Quà Tặng Sinh Nhật Trẻ Em Nhồi Bông Mềm Quà Tặng Cặp Đôi Quà Tặng Halloween,"123,3k",42,Inhor.vn,"6,5%",₫7.398,https://shopee.vn/product/894736478/41060673299,https://s.shopee.vn/14IWZ23E9
26413938904,"Tắc Gừng Mật Ong Lạc Yên Foods – Thảo Mộc Tự Nhiên Hỗ Trợ Giữ Ấm Cơ Thể, Lành Tính, Phù Hợp Cho Mẹ Bầu","158,0k",4k+,Lạc Yên Foods,"16,5%",₫25.280,https://shopee.vn/product/299957342/26413938904,https://s.shopee.vn/W0Z7U09DG
20892375873,"Lô 3 cuộn túi rác màu (1kg) túi đựng rác sinh học tự phân hủy, thành túi dày hạn chế rỉ nước","21,8k",100k+,TIỆM GIA DỤNG THE ONE,"8,5%",₫1.740,https://shopee.vn/product/701911364/20892375873,https://s.shopee.vn/LhGpmlhB5
1987752054,"[1kg] túi đựng rác có quai, bao rác đen tự phân hủy, túi nilong dựng hàng siêu dai, sire 5kg,10kg,20kg,30kg,50kg","33,0k",100k+,Fu999,"4,5%",₫1.320,https://shopee.vn/product/29936044/1987752054,https://s.shopee.vn/qdXQhjnAC
28724320465,"Lô túi rác tiện dụng Inochi (4 cuộn) - Túi rác đen/màu tự hủy, an toàn , có quai xách tiện lợi","63,2k",20k+,Inochi Việt Nam Mall,"14,5%",₫8.848,https://shopee.vn/product/634792583/28724320465,https://s.shopee.vn/gK7EOkQVB
18696382065,COMBO 15 Cuộn Túi Đựng Rác Đen KONOHA Tự Phân Hủy - Bịch Đựng Rác Kích Thước 55*65CM,"21,0k",70k+,Gia Dụng Tiện Ích KONOHA,"9,5%",₫1.890,https://shopee.vn/product/724644824/18696382065,https://s.shopee.vn/1BGNpJiWUI
25892454268,Túi đựng rác có dây rút SWEET HOME túi rác tự phân hủy  size 55x60 cm có quai xách và chống rò nước,"60,8k",20k+,Sweet home 92,"14,5%",₫8.506,https://shopee.vn/product/528677227/25892454268,https://s.shopee.vn/10wxd0j9pH
26577017286,"Túi Đựng Rác Tự Phân Hủy HGHOME Cỡ Lớn 55x65cm, Cuộn Dày Dặn Không Lõi Tiện Dụng Cho Gia Đình","22,0k",30k+,Gia Dụng Hà Nội 86,"12,5%",₫2.640,https://shopee.vn/product/1407976733/26577017286,https://s.shopee.vn/1VtEDvhFoO
16539778234,Set 3 cuộn túi rác đen tự phân hủy kích thước 55x65cm,"29,4k",80k+,Tín Phong Shop,"19,5%",₫5.586,https://shopee.vn/product/126828504/16539778234,https://s.shopee.vn/1LZo1cht9N
25938916220,Bịch 50 Túi Đựng Rác Hương Ngải Cứu Chống Côn Trùng Ruồi Muỗi JYoohome Túi Rác Tự Hủy Có Dây Rút,"25,0k",10k+,JYooHome Official Store,"14,5%",₫3.500,https://shopee.vn/product/745623397/25938916220,https://s.shopee.vn/1qW4cXfz8U
24819102380,SET 3 CUỘN TÚI ĐỰNG RÁC TỰ PHÂN HỦY SINH 55x65 cm,"6,4k",500k+,Shop Đồ Gia Dụng Linh Chi,"7,5%",₫446,https://shopee.vn/product/1205484883/24819102380,https://s.shopee.vn/1gCeQEgcTT
40756143394,Combo 5 Sét 15 Cuộn túi đựng rác đen tự phân hủy Size đại 55x65 cm  - 2H9,"11,1k",10k+,Gia Dụng 2H,"6,5%",₫668,https://shopee.vn/product/1124996528/40756143394,https://s.shopee.vn/2B8v19eiSa
8235596190,Túi rác đen 2 quai tiện dụng (4 cuộn 1 kg)INOCHI tự hủy thân thiện môi trường nhiều Size 10L-25L-50L,"59,3k",10k+,INOCHI    ,"14,5%",₫8.295,https://shopee.vn/product/415026290/8235596190,https://s.shopee.vn/20pUoqfLnZ
27602165886,"[ Combo 12 ] Cuộn Túi Nilong 500gr Đen - Tự Phân Hủy, Siêu Dày, Tiện Lợi Cho Gia Đình","27,0k",10k+,HAPPY&HOUSES,"14,5%",₫3.780,https://shopee.vn/product/375938299/27602165886,https://s.shopee.vn/2VllPldRmg
27588851347,"12 Cuộn (4 bịch) Túi Đựng Rác Đen Kích Thước Lớn 65x55cm Tự Phân Hủy, Thân Thiện Với Môi Trường","14,2k",30k+,Tổng kho gia dụng Kim Chi,"6,5%",₫850,https://shopee.vn/product/1423867958/27588851347,https://s.shopee.vn/2LSLDSe57f
3818052453,Combo 03 Túi Rác Tự Phân Hủy MÀU ĐEN - 3 Cuộn/1kg - Được Chọn Size,"19,9k",70k+,SIÊU THỊ MINI 247,"14,5%",₫2.786,https://shopee.vn/product/32915930/3818052453,https://s.shopee.vn/2qOboNcB6m
28127772958,SET 3 CUỘN TÚI ĐỰNG RÁC TỰ PHÂN HỦY SINH 55x65 cm,"6,9k",20k+,gangtay vic,"13,5%",₫897,https://shopee.vn/product/1484945919/28127772958,https://s.shopee.vn/2g5Bc4coRl
28552986203,"Combo 3 túi 9 cuộnđựng rác đen tự phân hủy ,Túi rác cuộn size Trung (55x65cm) an toàn giữ vệ sinh môi trường","12,9k",50k+,Tổng Kho Sỉ Nhà Bếp,"6,5%",₫774,https://shopee.vn/product/1281824435/28552986203,https://s.shopee.vn/3B1SCzauQs
20756706096,Túi Đựng Rác [COMBO 9 CUỘN] Tự Phân Hủy Size 55cmx65cm Bao Đựng Rác Đen Sinh Học Bảo Vệ Môi Trường,"21,9k",40k+,Shop Siêu Rẻ 2020,"9,5%",₫1.971,https://shopee.vn/product/181087642/20756706096,https://s.shopee.vn/30i20gbXlr
24922793076,SET 3 CUỘN TÚI ĐỰNG RÁC TỰ PHÂN HỦY SINH 55x65 cm,"4,0k",80k+,túi rác đen,"7,5%",₫280,https://shopee.vn/product/898061460/24922793076,https://s.shopee.vn/3VeIbbZdky
25803030977,"75 cái túi rác dây rút dày, túi rác tự hủy sinh học 45x50 cm, túi nhựa cầm tay không bẩn","38,0k",20k+, Neighbor Supermarket ,"7,5%",₫2.660,https://shopee.vn/product/989111446/25803030977,https://s.shopee.vn/3LKsPIaH5x
24923834573,SET 3 CUỘN TÚI ĐỰNG RÁC TỰ PHÂN HỦY An Lành,"13,7k",10k+,Giá Rẻ Mỗi Ngày68,"6,5%",₫823,https://shopee.vn/product/1230404778/24923834573,https://s.shopee.vn/3qH90DYN54
24025862668,"(BAO BÌ MỚI) Giấy ăn rút Top Gia Sắc Hạ, khăn giấy 4 lớp dập vân 4D chắc chắn siêu dai","62,0k",90k+,TopGia HCM,"12,5%",₫7.440,https://shopee.vn/product/729014007/24025862668,https://s.shopee.vn/AUo4ZnSBD1
42618391133,Điện thoại Apple iPhone 17 Pro 256GB,"35,0tr",3k+,Apple Flagship Store,"4,5%",₫1.399.960,https://shopee.vn/product/88201679/42618391133,https://s.shopee.vn/9Kc7BeWcZo
22657169114,Bộ nỉ bông quần áo thu đông cho bé trai bé gái dày dặn hình in gấu dễ thương từ 10 đến 33kg,"106,8k",1k+,BiMia.Kids,10%,₫10.680,https://shopee.vn/product/978815190/22657169114,https://s.shopee.vn/9UvXNxVzEr
40274499253,Đèn Lồng Treo Cây Decor Tết Trang Trí Nhà Cửa Ngày Tết  Trung Thu Giáng Sinh,"7,5k",30k+,Cam.Decor,"11,5%",₫825,https://shopee.vn/product/1031330925/40274499253,https://s.shopee.vn/9fExaGVLtu
26251684281,Kokiya 6.35mm đến 3.5mm TRS Dây cáp âm thanh nổi Bộ chuyển đổi Coverter cho thiết bị rạp hát tại nhà,"85,8k",31,kokiya,"6,5%",₫5.148,https://shopee.vn/product/1202844870/26251684281,https://s.shopee.vn/9pYNmZUiYx
25686422164,"BỘ NỒI ĐỨC 6 MÓN , BỘ NỒI INOX VUNG KÌNH CƯỜNG LỨC DÙNG CHO MỌI LOẠI BẾP","505,0k",20k+,shopivy01,"7,5%",₫35.350,https://shopee.vn/product/914756445/25686422164,https://s.shopee.vn/8fMQOQZ9vk
29205801036,Nước xả vải Hygiene Thái Lan đậm đặc lưu hương lâu hương hoa tự nhiên chính hãng,"78,0k",300k+,Wash & Care,"16,5%",₫12.480,https://shopee.vn/product/717154345/29205801036,https://s.shopee.vn/8pfqajYWan
3067995243,Gối bầu cánh tiên Carekids gối bà bầu giảm đau lưng đỡ bụng cho bà bầu một giấc ngủ ngon Vipkid,"39,0k",70k+,VipKid-Gian hàng cho mẹ và bé,"6,5%",₫2.340,https://shopee.vn/product/20390895/3067995243,https://s.shopee.vn/8zzGn2XtFq
27877392183,Đèn Led Cành Hoa Đào Trang Trí Nhà Dán Tường 1 Mét 6 72 Bông 8 Chế Độ Sáng,"261,3k",618,Mazichome.vn,"12,5%",₫31.350,https://shopee.vn/product/1472790896/27877392183,https://s.shopee.vn/9AIgzLXFut
26375229990,Hút Mũi Cầm Tay Cho Trẻ Sơ Sinh - Thiết Kế Mới 2025,"50,0k",2k+,Shop Nụ Cười Nhỏ,"12,5%",₫6.000,https://shopee.vn/product/1253674364/26375229990,https://s.shopee.vn/806jbCbhHg
28266256496,"Kìm Mỏ Quạ Nhập Khẩu Đức  10 inch, 12 inch Chuyên Dụng Cho Thợ Điện Nước,Thợ Chuyên Nghiệp","89,5k",6,Hương Shop 88,"19,5%",₫17.005,https://shopee.vn/product/1251482363/28266256496,https://s.shopee.vn/8AQ9nVb3wj
14439680395,(GIFT) Gấu bông trái bơ tròn nhỏ size 15cm cho bé xinh cute Gấu Xinh G12.1,"36,0k",90k+,Gấu Xinh - Gấu Bông Cao Cấp,"14,5%",₫5.040,https://shopee.vn/product/622469888/14439680395,https://s.shopee.vn/8KjZzoaQbm
19094980397,"Chổi Quét Trần Nhà JYoohome Có Điều Chỉnh Độ Dài Tới 2,8m Cây Phất Trần Quét Mạng Nhện, Lau Bụi Bẩn","15,0k",70k+,JYooHome Official Store,"14,5%",₫2.100,https://shopee.vn/product/745623397/19094980397,https://s.shopee.vn/8V30C7ZnGp
26204865564,"Máy Massage Cổ Vai Gáy 6D GODWELL, Gối Chườm Ấm 6 Đầu Massage, Giảm Đau Mỏi Vai Gáy Cho Người Lớn","299,0k",100k+,GodWell Việt Nam,"12,5%",₫35.880,https://shopee.vn/product/718541345/26204865564,https://s.shopee.vn/7Kr2nyeEdc
51502349627,"[Tặng Bờm]Áo Dài Tơ Thêu Hạc Vũ Quần Lụa Đỏ Đô Kèm Cài 4-15 Kg,Áo Dài Cho Bé Gái Mặc Lễ Tết Quanh Năm","186,0k",1k+,becungstore08,11%,₫20.460,https://shopee.vn/product/308839485/51502349627,https://s.shopee.vn/7VAT0HdbIf
42759600849,Pin KAMPRO ULTRA 15Cell 6.0Ah Mạch 4 Mosfet Bảng Mạch To Chống Ngắt Tải Có Cổng Cắm USB Có Đèn Led Báo Pin Vỏ ABS,"418,0k",58,Sonny Tools,"7,5%",₫29.260,https://shopee.vn/product/1326872955/42759600849,https://s.shopee.vn/7fTtCacxxi
27555781074,Nước rửa chén Thái Lan không mùi 3600ml chính hãng an toàn cho da tay,"138,0k",300k+,Sạch Dịu Êm,"14,5%",₫19.320,https://shopee.vn/product/718327527/27555781074,https://s.shopee.vn/7pnJOtcKcl
22248341413,"Bánh thuyền siêu hạt ăn kiêng, bánh thuyền mix hạt dinh dưỡng Annut ăn kiêng - Túi 500g","110,0k",3k+,Nông Sản Annut.,"14,5%",₫15.400,https://shopee.vn/product/502570441/22248341413,https://s.shopee.vn/6fbM0kglzY
28200539872,Nhiệt Kế Hồng Ngoại Đo Nhiệt Độ Trán Sinocare AET-R1D1,"215,0k",1k+,SINOCARE VIETNAM OFFICIAL,"24,5%",₫51.600,https://shopee.vn/product/344696604/28200539872,https://s.shopee.vn/6pumD3g8eb
20477316356,Thùng 10 gói khăn ướt Gumi không cồn không parabens cao cấp dành cho em bé,"165,0k",1tr+,Gumi Hồ Chí Minh,"14,5%",₫23.100,https://shopee.vn/product/864405042/20477316356,https://s.shopee.vn/70ECPMfVJe
24025862668,"(BAO BÌ MỚI) Giấy ăn rút Top Gia Sắc Hạ, khăn giấy 4 lớp dập vân 4D chắc chắn siêu dai","62,0k",90k+,TopGia HCM,"12,5%",₫7.440,https://shopee.vn/product/729014007/24025862668,https://s.shopee.vn/9pYNmcKdaj
42618391133,Điện thoại Apple iPhone 17 Pro 256GB,"35,0tr",3k+,Apple Flagship Store,"4,5%",₫1.399.960,https://shopee.vn/product/88201679/42618391133,https://s.shopee.vn/9Kc7BhMXbe
22657169114,Bộ nỉ bông quần áo thu đông cho bé trai bé gái dày dặn hình in gấu dễ thương từ 10 đến 33kg,"106,8k",1k+,BiMia.Kids,10%,₫10.680,https://shopee.vn/product/978815190/22657169114,https://s.shopee.vn/9UvXO0LuGh
40274499253,Đèn Lồng Treo Cây Decor Tết Trang Trí Nhà Cửa Ngày Tết  Trung Thu Giáng Sinh,"7,5k",30k+,Cam.Decor,"11,5%",₫825,https://shopee.vn/product/1031330925/40274499253,https://s.shopee.vn/AKUeNXIjZs
26251684281,Kokiya 6.35mm đến 3.5mm TRS Dây cáp âm thanh nổi Bộ chuyển đổi Coverter cho thiết bị rạp hát tại nhà,"85,8k",31,kokiya,"6,5%",₫5.148,https://shopee.vn/product/1202844870/26251684281,https://s.shopee.vn/AUo4ZqI6Ev
25686422164,"BỘ NỒI ĐỨC 6 MÓN , BỘ NỒI INOX VUNG KÌNH CƯỜNG LỨC DÙNG CHO MỌI LOẠI BẾP","505,0k",20k+,shopivy01,"7,5%",₫35.350,https://shopee.vn/product/914756445/25686422164,https://s.shopee.vn/9zrnyvK0Fq
29205801036,Nước xả vải Hygiene Thái Lan đậm đặc lưu hương lâu hương hoa tự nhiên chính hãng,"78,0k",300k+,Wash & Care,"16,5%",₫12.480,https://shopee.vn/product/717154345/29205801036,https://s.shopee.vn/AABEBEJMut
3067995243,Gối bầu cánh tiên Carekids gối bà bầu giảm đau lưng đỡ bụng cho bà bầu một giấc ngủ ngon Vipkid,"39,0k",70k+,VipKid-Gian hàng cho mẹ và bé,"6,5%",₫2.340,https://shopee.vn/product/20390895/3067995243,https://s.shopee.vn/8KjZzrQLdY
27877392183,Đèn Led Cành Hoa Đào Trang Trí Nhà Dán Tường 1 Mét 6 72 Bông 8 Chế Độ Sáng,"261,3k",618,Mazichome.vn,"12,5%",₫31.350,https://shopee.vn/product/1472790896/27877392183,https://s.shopee.vn/8V30CAPiIb
26375229990,Hút Mũi Cầm Tay Cho Trẻ Sơ Sinh - Thiết Kế Mới 2025,"50,0k",2k+,Shop Nụ Cười Nhỏ,"12,5%",₫6.000,https://shopee.vn/product/1253674364/26375229990,https://s.shopee.vn/806jbFRcJW
28266256496,"Kìm Mỏ Quạ Nhập Khẩu Đức  10 inch, 12 inch Chuyên Dụng Cho Thợ Điện Nước,Thợ Chuyên Nghiệp","89,5k",6,Hương Shop 88,"19,5%",₫17.005,https://shopee.vn/product/1251482363/28266256496,https://s.shopee.vn/8AQ9nYQyyZ
14439680395,(GIFT) Gấu bông trái bơ tròn nhỏ size 15cm cho bé xinh cute Gấu Xinh G12.1,"36,0k",90k+,Gấu Xinh - Gấu Bông Cao Cấp,"14,5%",₫5.040,https://shopee.vn/product/622469888/14439680395,https://s.shopee.vn/8zzGn5NoHk
19094980397,"Chổi Quét Trần Nhà JYoohome Có Điều Chỉnh Độ Dài Tới 2,8m Cây Phất Trần Quét Mạng Nhện, Lau Bụi Bẩn","15,0k",70k+,JYooHome Official Store,"14,5%",₫2.100,https://shopee.vn/product/745623397/19094980397,https://s.shopee.vn/9AIgzONAwn
26204865564,"Máy Massage Cổ Vai Gáy 6D GODWELL, Gối Chườm Ấm 6 Đầu Massage, Giảm Đau Mỏi Vai Gáy Cho Người Lớn","299,0k",100k+,GodWell Việt Nam,"12,5%",₫35.880,https://shopee.vn/product/718541345/26204865564,https://s.shopee.vn/8fMQOTP4xi
51502349627,"[Tặng Bờm]Áo Dài Tơ Thêu Hạc Vũ Quần Lụa Đỏ Đô Kèm Cài 4-15 Kg,Áo Dài Cho Bé Gái Mặc Lễ Tết Quanh Năm","186,0k",1k+,becungstore08,11%,₫20.460,https://shopee.vn/product/308839485/51502349627,https://s.shopee.vn/8pfqamORcl
42759600849,Pin KAMPRO ULTRA 15Cell 6.0Ah Mạch 4 Mosfet Bảng Mạch To Chống Ngắt Tải Có Cổng Cắm USB Có Đèn Led Báo Pin Vỏ ABS,"418,0k",58,Sonny Tools,"7,5%",₫29.260,https://shopee.vn/product/1326872955/42759600849,https://s.shopee.vn/70ECPPVQLQ
